country,state,zipcode,tax_region_name,RiskLevel,state_rate,county_rate,city_rate,special_rate,combined_rate,medicinal_excise,adult_excise,has_medical_excise
US,DE,19701,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19702,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19703,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19706,DELAWARE CITY,0,0,0,0,0,0,0,0,FALSE
US,DE,19707,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19708,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19709,MIDDLETOWN,0,0,0,0,0,0,0,0,FALSE
US,DE,19710,DELAWARE STATE,0,0,0,0,0,0,0,0,FALSE
US,DE,19711,NEWARK,0,0,0,0,0,0,0,0,FALSE
US,DE,19712,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19713,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19714,NEWARK,0,0,0,0,0,0,0,0,FALSE
US,DE,19715,NEWARK,0,0,0,0,0,0,0,0,FALSE
US,DE,19716,NEWARK,0,0,0,0,0,0,0,0,FALSE
US,DE,19717,NEWARK,0,0,0,0,0,0,0,0,FALSE
US,DE,19718,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19720,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19721,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19725,NEWARK,0,0,0,0,0,0,0,0,FALSE
US,DE,19726,NEWARK,0,0,0,0,0,0,0,0,FALSE
US,DE,19730,ODESSA,0,0,0,0,0,0,0,0,FALSE
US,DE,19731,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19732,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19733,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19734,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19735,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19736,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19801,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19802,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19803,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19804,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19805,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19806,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19807,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19808,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19809,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19810,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19884,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19890,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19892,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19894,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19895,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19896,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19897,NEW CASTLE,0,0,0,0,0,0,0,0,FALSE
US,DE,19898,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19899,WILMINGTON,0,0,0,0,0,0,0,0,FALSE
US,DE,19901,KENT,0,0,0,0,0,0,0,0,FALSE
US,DE,19902,DOVER,0,0,0,0,0,0,0,0,FALSE
US,DE,19903,DOVER,0,0,0,0,0,0,0,0,FALSE
US,DE,19904,DOVER,0,0,0,0,0,0,0,0,FALSE
US,DE,19906,DOVER,0,0,0,0,0,0,0,0,FALSE
US,DE,19930,SUSSEX,0,0,0,0,0,0,0,0,FALSE
US,DE,19931,BETHEL,0,0,0,0,0,0,0,0,FALSE
US,DE,19933,SUSSEX,0,0,0,0,0,0,0,0,FALSE
US,DE,19934,KENT,0,0,0,0,0,0,0,0,FALSE
US,DE,19936,CHESWOLD,0,0,0,0,0,0,0,0,FALSE
US,DE,19938,KENT,0,0,0,0,0,0,0,0,FALSE
US,DE,19939,SUSSEX,0,0,0,0,0,0,0,0,FALSE
US,DE,19940,SUSSEX,0,0,0,0,0,0,0,0,FALSE
US,DE,19941,SUSSEX,0,0,0,0,0,0,0,0,FALSE
US,DE,19943,KENT,0,0,0,0,0,0,0,0,FALSE
US,DE,19944,SUSSEX,0,0,0,0,0,0,0,0,FALSE
